::ffff:60.191.125.35 - - [22/Sep/2021:16:47:36 +0000] "HEAD http://112.124.42.80:63435/ HTTP/1.1" 404 33 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:14:59:44 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=14 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:14:59:44 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=15 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:14:59:44 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=16 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:14:59:44 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=19 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:14:59:44 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=17 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:14:59:44 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=18 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:14:59:44 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=20 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:14:59:44 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=78 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:14:59:46 +0000] "GET /api/edu/files/get?module_id=66&module_name=%E8%AF%BE%E7%A8%8B&curPage=1 HTTP/1.1" 200 1464 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:02:50 +0000] "GET /api/edu/teacher/getTeachersCourse?teacherId=3 HTTP/1.1" 200 3311 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:02:51 +0000] "GET /api/edu/class/get?curPage=1&headMasterId=3 HTTP/1.1" 200 6377 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:02:51 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=14 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:02:51 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=18 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::1 - - [23/Sep/2021:15:02:52 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=17 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::1 - - [23/Sep/2021:15:02:52 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=20 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::1 - - [23/Sep/2021:15:02:52 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=19 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::1 - - [23/Sep/2021:15:02:54 +0000] "GET /api/edu/teacher/getTeachersCourse?teacherId=3 HTTP/1.1" 200 3311 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::1 - - [23/Sep/2021:15:02:54 +0000] "GET /api/edu/class/get?curPage=1&headMasterId=3 HTTP/1.1" 200 6377 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::1 - - [23/Sep/2021:15:02:54 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=15 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::1 - - [23/Sep/2021:15:02:54 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=14 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::1 - - [23/Sep/2021:15:02:54 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=16 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:02:54 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=17 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::1 - - [23/Sep/2021:15:02:54 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=19 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::1 - - [23/Sep/2021:15:02:54 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=18 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:02:54 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=20 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::1 - - [23/Sep/2021:15:02:54 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=78 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::1 - - [23/Sep/2021:15:02:56 +0000] "GET /api/edu/teacher/getTeachersCourse?teacherId=3 HTTP/1.1" 200 3311 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::1 - - [23/Sep/2021:15:02:57 +0000] "GET /api/edu/class/get?curPage=1&headMasterId=3 HTTP/1.1" 200 6377 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::1 - - [23/Sep/2021:15:02:57 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=15 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:02:57 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=19 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:02:57 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=18 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::1 - - [23/Sep/2021:15:02:57 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=17 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:02:57 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=14 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::1 - - [23/Sep/2021:15:02:57 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=16 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::1 - - [23/Sep/2021:15:02:57 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=20 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:02:57 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=78 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:02:59 +0000] "GET /api/edu/teacher/getTeachersCourse?teacherId=3 HTTP/1.1" 200 3311 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:02:59 +0000] "GET /api/edu/class/get?curPage=1&headMasterId=3 HTTP/1.1" 200 6377 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:02:59 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=15 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:02:59 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=19 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::1 - - [23/Sep/2021:15:02:59 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=18 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::1 - - [23/Sep/2021:15:02:59 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=14 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:02:59 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=16 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::1 - - [23/Sep/2021:15:02:59 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=17 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::1 - - [23/Sep/2021:15:02:59 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=20 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:03:00 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=78 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:03:01 +0000] "GET /api/edu/DataAnalysis/groupStudentsQuSituationByList?realtionId=63&teacherId=10 HTTP/1.1" 200 50 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:15:03:02 +0000] "GET /api/edu/files/get?module_id=66&module_name=%E8%AF%BE%E7%A8%8B&curPage=1 HTTP/1.1" 200 1464 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:03:27 +0000] "GET /api/edu/DataAnalysis/groupStudentsQuSituationByList?realtionId=63&teacherId=10 HTTP/1.1" 200 928 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:15:04:22 +0000] "GET /api/edu/DataAnalysis/groupStudentsQuSituationByList?realtionId=63&teacherId=10 HTTP/1.1" 200 928 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:15:04:31 +0000] "GET /api/edu/DataAnalysis/groupStudentsQuSituationByList?realtionId=63&teacherId=10 HTTP/1.1" 200 50 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:15:04:48 +0000] "GET /api/edu/DataAnalysis/groupStudentsQuSituationByList?realtionId=63&teacherId=10 HTTP/1.1" 200 947 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:15:04:50 +0000] "GET /api/edu/teacher/getTeachersCourse?teacherId=3 HTTP/1.1" 200 3311 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:04:50 +0000] "GET /api/edu/class/get?curPage=1&headMasterId=3 HTTP/1.1" 200 6377 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:04:50 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=14 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:04:50 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=15 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:04:50 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=17 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:04:50 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=19 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:04:50 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=18 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:04:50 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=16 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:04:50 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=20 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:04:50 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=3&classId=3&relationId=78 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:04:53 +0000] "GET /api/edu/files/get?module_id=44&module_name=%E8%AF%BE%E7%A8%8B&curPage=1 HTTP/1.1" 200 3367 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:04:53 +0000] "GET /api/edu/files/get?module_id=44&module_name=%E8%AF%BE%E7%A8%8B&curPage=2 HTTP/1.1" 200 2600 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:04:54 +0000] "GET /api/edu/files/get?module_id=66&module_name=%E8%AF%BE%E7%A8%8B&curPage=1 HTTP/1.1" 200 1464 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:04:55 +0000] "GET /api/edu/files/get?module_id=46&module_name=%E8%AF%BE%E7%A8%8B&curPage=1 HTTP/1.1" 200 1173 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:04:55 +0000] "GET /api/edu/files/get?module_id=44&module_name=%E8%AF%BE%E7%A8%8B&curPage=1 HTTP/1.1" 200 3367 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:04:55 +0000] "GET /api/edu/files/get?module_id=44&module_name=%E8%AF%BE%E7%A8%8B&curPage=2 HTTP/1.1" 200 2600 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:04:56 +0000] "GET /api/edu/files/get?module_id=42&module_name=%E8%AF%BE%E7%A8%8B&curPage=1 HTTP/1.1" 200 32 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:04:57 +0000] "GET /api/edu/files/get?module_id=33&module_name=%E8%AF%BE%E7%A8%8B&curPage=1 HTTP/1.1" 200 1023 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:05:01 +0000] "GET /api/edu/files/get?module_id=66&module_name=%E8%AF%BE%E7%A8%8B&curPage=1 HTTP/1.1" 200 1464 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:15:05:15 +0000] "GET /api/edu/DataAnalysis/groupStudentsQuSituationByList?realtionId=63&teacherId=10 HTTP/1.1" 200 947 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
